标题,昵称,地区,评论内容
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,泡妈小厨,浙江 温州,AI眼镜太牛了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,驰板派,北京,这就是科技发展的意义
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,人生如梦锦鲤版,山西,确实是这样，太温馨了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,欧丽婷_LiTing,其他,真是太佩服这些有创意的人了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,粘人的猫咪精,其他,年轻开发者让AI充满人情味 好有温度
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,懒羊羊的茄子,其他,太有温度了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,东南有吗喽,其他,AI眼镜+社会善意 共筑视障群体出行温暖防线
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,童童很可爱奶,其他,创客用双手为黑暗世界点亮前行路灯
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,阿耶比耶野比,其他,95后帆哥研百元AI眼镜 助视障27分钟穿四街区超牛 
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,肖家可爱仙女,广东,AI眼镜助视障安全出行科技照亮黑暗前路
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,做一个开心的狗狗吧,其他,看到科技这么温暖，真的很感动。
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,败家大仙儿,辽宁,保护盲道很重要，大家都要有这意识。
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,美美哒开心就好,河南 漯河,开源精神打破技术壁垒让爱心流动
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,ScoobyTan,其他,科技加社会善意 共筑无障碍蓝天
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,一只摆烂小闲鱼,其他,科技向善让冰冷代码传递温暖光芒
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,夜空中不一样的光芒,河北 邢台,开发者有心了，社会也需要更多支持。
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,TXX芝士年糕,其他,穿越街区显实力 这波操作太圈粉
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,追梦猫咪写情书,北京,年轻开发者用AI诠释科技普惠与人文温度
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,就是爱音乐的凉姑,香港,科技就该这样，解决实际生活问题。
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,微风不燥细雨绵,其他,科技之外守护盲道才是视障出行底色
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,枕头底下压着星星,其他,年轻创客用技术 诠释人文关怀力量
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,我我我我就是我的我,其他,百元硬件成本让视障辅助科技更易普及
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,已读不回博士后萌系防御型,海外,开源传递善意 科技普惠超有温度
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,英天妮,广东,百元AI眼镜开源传递善意技术温暖人心
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,真是个可爱小鬼,河北 邢台,技术有限，善意无限。每个人都能成为别人的光！
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,海边捡贝壳en,其他,语音指路逛超市找对商品很方便
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,天天逗乐翻天,河北 邢台,百元成本能做到这样，真的太厉害了！
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,下次看海再约你,其他,实时辨盲道红绿灯和障碍
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,安塞波波,山东,为这小伙的创客精神打call 科技就该这么用
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,苏菲八二九是我,山东 临沂,希望这种有温度的AI项目能越来越多
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,一下子瘦了二十斤,其他,百元成本解决大问题，开源精神让爱传递更远
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,濰它乃,海南 海口,95后小伙手搓AI眼镜成视障者第三只眼
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,易安黎墨dy,其他,用开源模型做导路小设备
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,冰美式的小小芦苇,其他,百元AI眼镜成光 照亮视障朋友前路
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,是喜欢吃草莓的小朋友,河北 邢台,这才是科技应有的温度！为这群年轻人点赞！
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,活泼可爱文文小四月,湖南,95后小伙手搓AI眼镜帮视障出行 
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,巴洛克天堂,北京,支持一下
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,qazx05,上海 黄浦区,赞一个
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,Kenny-小胖,广东,科技改变生活[抱一抱][抱一抱]
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,无限撼之星,其他,不错的善意
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,真不嗑,其他,厉害
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,霞霞dd,河南 南阳,科技向善让冰冷代码传递温暖光芒[心]
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,沐然子柒,其他,希望买回来真的好用
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,开衫白,上海 黄浦区,太给力了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,迷人荷花在娱乐,其他,ESP32 S3开发板+低价配件，花小钱办大事，这波技术落地绝了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,在博物馆学烹饪的波斯菊,四川 乐山,从逛超市找货到过马路，AI眼镜把视障需求抓得超准，开发者太用心
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,芭芭乐多可爱,河南 漯河,守护盲道是比科技更重要的人文关怀
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,群里有木有,其他,用Qwen—Omni和YOLO做眼镜，还公开硬件清单，这开源精神必须夸
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,梓钰妹儿,四川 乐山,上海95后帆哥太牛，AI眼镜认路还开源，百元成本真的让科技暖到人心
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,在蜜蜂花园采葡萄的小樱桃,四川 乐山,27分钟蒙眼穿4街区过3红绿灯，这AI眼镜对视障朋友也太实用了吧
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,耕耘熊,重庆 渝中区,科技温暖人心，
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,香薰芭蕾,河北 邢台,科技温暖人心，帆哥AI眼镜让视障出行不再难
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,欢乐大路888,浙江 宁波,这技术绝了
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,瑜妃娘娘,其他,帆哥手搓AI眼镜，点亮视障朋友的前路
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,迪小小1117,河北 邯郸,真好这科技
#95后小伙手搓AI眼镜体验失明的一天#当世界陷入黑暗，科技能否成为照亮前路的光？上海95后AI开发者帆哥用半年时间给出了答案，他带领团队手搓的AI眼...,Hiphop_王梓旭,山西 临汾,硬件成本只要一百多块
