标题,昵称,地区,评论内容
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,爱莎MAAJ,其他,真正的竞争，不在于谁先入局，而在于谁能定义体验。未来的红海，胜负不在硬件，而在生态与信任。⚙️👁️
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,gonia111,海外 新加坡,SNAP是最先搞得吧 明年量产
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,wanglq_522,其他,觉得还是华为，基本上哪一个方面都是头部
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,心飞阳123,安徽 阜阳,AI发展的越来越好，越来越贴近生活
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,她与余生迷离,江苏,一片海
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,橙子不甜不吃_,河南 新乡,字节也有吗？
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,幸运的小锁锁,广东 清远,市场竞争太激烈了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,jian中1971,其他,[赞][赞][赞]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,猫猫-风乍起,山东 烟台,大公司纷纷下场，回头科技公司都会来
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,可可褕,其他,AI应用的越来越多了，越来越贴近生活
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,想吃鱼尾巴la,海南,感觉又是近几年的热门
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,桃浦月野_,其他,以后技术越来越好了[打call][打call]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,靠谱先生823,其他,了解
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,smile199992,江西 赣州,关注一下
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,无邪1116,江西,关注一下
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,Eustoma简,四川,[good]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,_小风ge,海外 印尼,关注一下
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,一棵小草--2022,河北 石家庄,[心][心]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,打折减半是人生,北京,需要
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,四悔于世,安徽,潮起潮落看最后方知谁一直在浪尖持久！[good][good]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,络hhh,其他,kk
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,微波司马卡卡,其他,[园丁]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,剧未终23988,其他,后续还会有更多
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,米山老留,其他,关注了[作揖]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,Mrs_TingMM,辽宁 鞍山,竞争太激烈了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,大海之颜,其他,AI技术含量越来越高
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,清风吹绿松,广东,只玩过meta的
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,最纯粹的摩尔蛙,海外 其他,风口已至，胜负未定。
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,我要做最厉害的小锦鲤,其他,都可以感觉后面股市的起起伏伏
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,上岸之日,河北 衡水,加油
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,ice正在努力做人,广西 玉林,利益至上
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,宝宝的小白瓜,其他,太厉害了[good][good]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,大吉大利好运健康,上海,歌尔股份？立讯精密？
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,鹿辣辣鹿辣辣录辣录辣辣,四川,厉害
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,一周的朋友998,其他,转发加油
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,DICHA13,其他,非常强劲的
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,悠悠五千,其他,阿里现在才像个科技企业，而不是以前的互联网贷跨公司
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,LG2058,其他,没体验过AI眼镜
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,zhuanxian007,其他,转发
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,小幸运的冰儿,河南,厉害了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,阑珊eexx,湖南,[打call][打call][打call]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,zhuanxian007,其他,给力
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,奇迹锦鲤老男孩,江西 南昌,又是一千新的战场
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,幸运喵星球,江苏 南通,竞争越激烈，发展越快[酷]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,七杯草莓,广西,可
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,-小生活-,辽宁 大连,静观后续[嘻嘻]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,霖雨绵绵冰,四川,厉害
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,云端小奇迹,其他,AI眼镜以后技术会越来越厉害
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,第7个没有星星的夜晚,山西,#没想到# 
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,静福泉茶轩,黑龙江,都想分一杯羹
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,小狗幸运星_rooosy,陕西,不错
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,秋叶知音,江苏,是的等便宜大众用户买
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,雾Pua,其他,转发微博
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,人生如梦锦鲤版,山西,AI的运用会越来越多
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,JNJN0533,山东 济南,佳禾智能
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,门奎,其他,Hi good
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,光伏内卷受害者,广东 广州,希望能突破创新
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,别致港味04947,其他,越来越好了[打call]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,最后一张牌34685,其他,[鲜花][鲜花]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,骑鹤腰缠,江苏,因为标的不在眼镜[doge]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,自在了呀,黑龙江,[打call]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,小小峰亡命天涯,广东 深圳,没人哪家头部企业会放弃。。
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,懒羊羊的懒m,其他,AI眼镜又是一个新竞争项目
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,来个慢之约,其他,趋势
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,胡萝北123456,北京,应用再不爆款，算力大哥表示面对资本有点吃力[笑cry]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,別再调零了,河南,厉害
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,芝麻开门03P1,海外 瑞士,北大青鸟环宇，AR眼镜铲子股
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,断弦1991,广东 深圳,阿里厉害吧
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,朽木雕不出的兔子,北京 东城区,可能用不了几年[喵喵][喵喵][喵喵]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,888阳哥yg,辽宁,[哈哈]巨头下场，百花争艳！[耶]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,我不吃糖123567,北京 海淀区,好
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,xjjiaoshou,新疆,有苹果
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,金竹吉吉,其他,生活与娱乐的新体验
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,芙晟若梦,其他,不错
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,回放-,其他,可以
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,第几次看海_,广东,给力[打call]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,丢了幸福的猪vvv,其他,厉害了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,清风拂月202211,甘肃,未来可期
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,要爱你这一生,其他,厉害[赞]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,唯爱-KIKI-,黑龙江 佳木斯,是的 ai越来越广泛
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,月半子_努力减肥ing,北京 海淀区,还差一个企鹅
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,一尾好运,山西 晋中,哇塞，这么多，AI产品会越来越多
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,形影不离的乖乖,江西 南昌,AI眼镜越来越好[666]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,温婉樱桃,河北 唐山,会很激烈吧
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,啾一口拢龙吖,吉林 吉林,[good]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,Melantha狼痕,河南,ai以后会运用到各家各户[赞]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,锦Nuyoah鲤,其他,ai运用越来越广泛了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,日常幸运很容易,其他,够多了啊
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,少年老兵008,浙江 温州,非常的不错
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,甘娜Lucy,天津 和平区,[赞][赞]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,没有昵称你看什么呢,其他,转发微博
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,晏子重生,辽宁 沈阳,A|眼镜很好玩
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,陆陆无敌x,其他,厉害
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,英jsy,广东,厉害了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,土豆泥拌拌饭_,广东,不错
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,方温歆Rarity,其他,是的，群众人都是一样的
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,宇宙二爷,其他,[赞啊][赞啊][赞啊][赞啊][赞啊]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,每天微一笑鸭,其他,市场很大
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,晚肸,其他,给力
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,摸鱼冠军候补一个,其他,太厉害了，普及之后希望能降价
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,QoQiiu7,其他,非常厉害
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,SSE07,海外 印尼,关注了
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,小夏天天开心y,其他,市场竞争太激烈
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,谁会00记得,广西,好的
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,冬之雪11851,其他,给力呀
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,拉Kola,其他,AI发展很迅速[点赞]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,九月晚空,其他,又要百家争鸣了[doge]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,小龙女的故事,浙江,Al点一[good]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,炁jkl,其他,未来前景可期
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,幸运草th,北京,[咖啡]
陆续入局 AI眼镜的玩家:苹果、META、华为、理想、阿里、字节...,幸运草th,北京,[good]
