标题,昵称,地区,评论内容
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,葬爱汀少,未知,没那么多复杂的，就是技术还没到。在当下的技术条件下，要想把续航、算力，显示等一系列硬件塞到眼镜这个体量的里面，同时还奢求达到甚至超越手机的体验是不现实的。所以说现在只能做特定场景的应用。不过我还是挺乐观的，毕竟技术进步的速度往往超乎想象。
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,南極殿,未知,"对此我非常悲观。别说iPhone时刻了，甚至诺基亚时刻，大哥大时刻都还没到。在iPhone之前手机可是已经经历了三十几年的高速发展的高度发达的产品形态，甚至在iPhone发售前夕诺基亚摩托罗拉那些品牌都开始卷无可卷跑去卷摄像了。第一台手机是在1973年展出，它只能打电话，不能发短信，不能照相，充电10小时，通话30分钟，还四倍于现代手机的重量，但是它解决了远距离移动通话这个核心问题。AI眼镜又或者智能眼镜又或者虚拟眼睛，在我看来它们甚至不如第一台手机有用。它们到底要解决什么核心问题？

而且眼镜和手机是两种完全不同的设备。眼镜是可穿戴设备，它必须轻、必须小、必须贴合人体、必须超长续航，前置科技真的都点出来了吗？而手机则是身外之物，电脑平板手机这些都是身外之物，身外之物可以重可以大可以形态各异，就像手机之前先有座机，PC
PC之前先有大型机。智能眼镜的座机/大型机在哪里？Hololens？VR眼镜？Vision Pro？它们又解决了什么核心问题？"
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,没车没房没存款没文化,未知,"能给眼镜配近视镜片吗？
我的瞳距比较小，不太好配镜框。
不能用像视频里出现的几款大镜框[笑哭]"
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,wangbozn,未知,眼镜上没必要做显示，连接手机当显示器就可以
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,键盘车神教众,未知,这个方案可能有不可逾越的缺点，要达到手机的性能，就要达到手机的重量， 而手机的重量放到眼睛上是不可接受的。
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,Cikony,未知,这种眼镜考虑过单眼视力偏差人群吗[笑哭]单眼散光能用吗，因为这个原因没尝试VR
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,唯盼江心秋月白,未知,视频中有提到微纳加工领域的一些知识，刚好我从事的公司就是做这一方面的，我们主要做PVD磁控溅射镀膜，厚度范围10纳米到2000纳米，一定范围内膜厚误差5%以内，粗糙度可以做到2纳米，还有光刻和刻蚀业务。我们是中科院深圳先进院孵化的企业，研发和设备都是行业顶级，专注真空镀膜16年，有这方面需求的b友可以私信联系我[doge]。
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,嗯_PD,未知,大佬就是大佬，很多技术，一二句话就解释清楚了，而且有观点又很客观，听着很舒服
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,四月晴栀,未知,别做梦了[藏狐]手表都做不到人手一台，更别说眼镜了[doge_金箍]
【爱否】爆发前夜？AI 眼镜的“iPhone 时刻”卡在哪儿了,两米青年TV,未知,老板解释的很清晰，由浅入深，帮助我了解了智能眼镜的同时，也提升了雷鸟品牌在我心里的形象。对于雷鸟来说是一次很成功的视频采访。
