标题,昵称,地区,评论内容
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,用户7803184710,新疆,真的吗？[good][good][good][good][good][good][good]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,晨光里奔跑的少年,其他,啥时候上市
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,鲁鲁_loulou,北京,太强了，真实看到了AI如何改善特殊人情的日常生活。为博主点赞！
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,谢民安,其他,伟大！感动🥰
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,魔幻世界的人們,其他,期待ai可以幫助更多視障人士的那一天快到來！在這之前希望大眾先學會不佔用盲道從你我做起[加油]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,朱海舟,北京 朝阳区,就在前天，我约了@Mr厉害 聊这个项目，没想到已经有博主做出来了，并且完成度相当高。我们当时讨论的一个终极场景是盲人能不能通过 ai 眼镜像正常人一样用手机，看书，甚至…坐进电影院“看”电影。当然，更触动我的是，当我们有了一个很好的想法的时候，往往已经有人开始动手做，甚至已经有了第一个版
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,最好的就行,其他,博主真有耐心为视障人群服务，还切身体验，真的很有心！[心]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,阳哥Yang-,广西 贺州,科技应该发展的方向[打call]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,凡歌宇乔在路上,四川 成都,真好[心]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,通义大模型,其他,#95后小伙手搓AI眼镜体验失明的一天##AI能帮视障群体做什么# 很荣幸能成为这个公益项目的一份子[抱一抱]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,其实北极有企鹅,上海,想到刘慈欣的小说，带上她的眼镜[good]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,属停,山西 太原,哇哦好厉害加油继续研究
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,Lidar灵,江苏,太有意义了
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,泉水英语,其他,太强了，实用
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,睡方睡养,四川,有点热泪盈眶[赞]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,凡人-念头通达,山东 济南,头发放下来平时生活的样子也太帅了吧！
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,不知道叫啥的星星,广东 深圳,老爸最近因为黄斑病变带来的弱视，黄斑裂孔导致的手术困难，对他的心态影响很大，我要说给我老爸听，太感谢你了[给力]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,0voov0_ovovovovovovovovovovovo,河北 唐山,[送花花][送花花][送花花]
最近刷到#95后小伙手搓AI眼镜体验失明的一天#真的有被感动到！...,煎饼英语课,青海,硬件成本才100多块，这个太不可思议了。
