标题,昵称,地区,评论内容
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",迅猛龙跨境电商-少擎,广东,我想买一个，出国旅行用，主要是翻译，推荐那个啊
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",永远开心,浙江,hello大家好！我可以问问大家亲爱的翻译官这个品牌的眼镜可以吗？参加外贸展会可以用吗
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",大极派掌门,北京,支持小米
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",骑老奶奶闯红灯,浙江,搞了一个 感觉出去玩很够用了这个翻译
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",金生康,浙江,老师好[祈祷]。老师，我72岁150度，我就只要一个功能，镜片上可显示文字，上舞台唱歌避免忘歌词就可以了，您建议买市面上哪种国产AR眼镜好？
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",默渊,湖北,市面上现在所有的眼镜先别管功能怎么样 只要是使用时候做不到8小时候续航的 就算再好的功能也可以放弃了 因为眼镜这东西基本上戴上去就很少拿下来的 如果这都做不到 就不要谈你眼镜功能多么牛逼了 比如魅族的那个眼镜 续航一般也就2个小时 我直接试用了一天就退了 太辣鸡了
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",谋士我落枚棋等,江苏,什么AI眼镜👓可导航可看电影可玩游戏画质高功能越多越好
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",胰岛素,广东,近视 500 度可以吗
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",么么哒哒,四川,这款可以 拍视频 Ai 都有 但是没有Ar
"你想到的「AI智能眼镜」都在这 市面上能买到的AI智能眼镜都在这了
买了5个，这支视频测评了3个轻型的
（能日常带出门的😏）
另2个属于VR轻型眼镜（沉浸VR）
就说现在智能眼镜的分类也是真多
都不知道该怎么叫，AI/AR眼镜全来了😏 
#AI智能眼镜 #VR眼镜 #眼镜 #科技",钓鱼爱放刘先生,四川,小米出智能眼镜啦，该更新了[看]
