标题,昵称,地区,评论内容
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,情理之中,浙江,这应该是一条雷鸟的广子，那点续航能干啥，雷鸟续航差一点都不提[看]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,恩霆,辽宁,拍摄只能眼镜续航不达到3小时以上我是不会考虑的，暂时只是个废品而已[捂脸]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,白头查理,上海,戴着去东北洗个浴
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,Fiona,英国,诶我记得meta不是没有在国内上市吗
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,用户8340519047904,江苏,很难想我点赞的原因竟然是因为颠勺 [杀马特]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,z,美国,你太落伍了。meta早出新款了，直接眼睛上投屏实时信息，还有腕带感受手腕生物电操控，甚至写字
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,The Master,北京,发明了这眼镜，以后那种视频第一人称视角的就会多起来了 [抠鼻]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,A马骁,福建,总结:meta≈雷鸟>小米
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,犽,陕西,那如果小米当年的真无线充电可以用的话，是不是就很无敌了[黑脸]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,03308102,四川,颠锅翻车了[捂脸][呲牙]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,一凡不烦.,黑龙江,小米可以扫码付款…我想问一下其他两款可以吗[流泪]不太懂谁能回复一下
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,points,江西,其实绝大多数人没有用他们的场景
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,和众餐饮,上海,近视老花眼咋办
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,镜哥哥,河南,本来以为是P的，没想到是真的
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,Mr.Big,浙江,不是还有rokid吗？
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,老挝万象卷帘门-阿剑,老挝,小米镜片可以变色，另外两个可不可以？
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,束,日本,雷鸟和meta哪个更好
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,心如止水,云南,原来有带摄像头的眼镜啊。我以前开拍箱视频都是用嘴咬着手机拍的。[憨笑][憨笑][憨笑][憨笑]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,食懵你啊,广东,为什么不能出一款专门为拍摄而生的眼镜呢，其他功能全部不要，就单纯增强拍摄、收音和续航[泪奔]
AI 拍摄眼镜用了一个月之后…… 雷鸟V3评测，顺便对比小米+meta#拍摄眼镜 #小米AI眼镜 #雷鸟V3 #MetaRayban,道友请留步~,山东,拍摄视角和视频防抖是槽点[捂脸]
