标题,昵称,地区,评论内容
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,俗人啊,河南,科技改变生活 [舔屏]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,Wake,辽宁,雷总这个眼睛能帮住盲人导航路况么 [快哭了] 要是没有这个功能希望可以考虑一下 [赞]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,|,广东,我心中的AI眼镜、小爱同学，左眼帮我调230，右眼帮我调350，散光50，谢谢
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,路海,广东,雷总，已买！度数配好了都，好用！
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,˗ˋˏ🗽ˎˊ,贵州,能不能发明一个针对近视眼人群，能自动调节度数的眼镜
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,扬$帆,江苏,第一时间想到的是，可以给盲人佩戴，ai实时分析路况，引到盲人生活、出门，识别危险源。希望雷总看到[比心]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,夜迟瑾,广东,小爱同学，分析他的战力
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,阿泰斯特,上海,已经买了，真不错
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,一烟一茶一人品,上海,雷总可以在这款AI眼镜的基础上，升级一款适合近视眼的眼镜，可以根据不同度数的眼睛自我调节，那不是就更方便很多近视眼的群众了[呲牙]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小魚冻干,江西,柯南同款科技眼镜[赞]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,弄类不孬,河南,能不能照顾一下近视的人，可以自动挡变度数[捂脸]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小小龙,上海,雷总，我觉得可以往实时翻译方面发展，这样出去旅游什么的很方便，期待[看][看][看][看]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,长安,广西,提个建议了，眼镜就应该做到它本身的功能，自动聚焦，自动改变度数，这样不仅不用怕度数不匹配，甚至别人也可以用，而且我觉得以现在的科技完全能达到，眼镜度数的原理也就是凹凸的幅度，个人感觉可以实现的[呲牙]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,长相忆.,山东,如果 我说如果 盲人带上了眼镜！能实时让盲人走路更方便舒服
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,追风,广西,这就是碟中谍的黑科技眼镜[赞]
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,罐里的盐哥,河南,高科技，特工的工具进了平常人的生活！
