标题,昵称,地区,评论内容
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,宋玉双～～～一个人过,甘肃,能替代近视有度数眼睛就好了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,满满的爱,北京,我就奇怪前天我男朋友为什么要带着眼镜“做饭”  我明白了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,三号,江苏,一直觉得这种语音唤醒傻傻的，喊不出来，没人的时候还行
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,雨☔️,河南,有它，扶老太太过马路有用了！
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,笑足球耶,江苏,建议下一代能翻译各国语言
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,汤姆大大,河南,带这个度数会更加深么
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,dynbgewmje5l,福建,这眼镜重吗？戴一天鼻梁会不会要压塌了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,杜鹃,山东,这高科技Al眼镜。多少能入？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,嘉森奎贸易商行,江苏,希望小米眼镜后期能更智能可以给盲人当眼睛辅助使用
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,周六影视,广东,这玩意根本不能叫ai眼镜[捂脸]完全就是个摄像头
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,接福,福建,这个身材我这辈子是不会拥有了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,南开景美,河南,太震撼了，我眼睛能直接看清的画面，让一个机器人翻译了[泪奔]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,衡南崇雅,甘肃,趁着信息差，买来大学考试用 [色]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,那一幕,福建,在哪里卖，还有什么优惠活动吗
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,洪福齐运,广东,呀真的很懂玩家的心啊！！！真的一眼心动
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小天莉姐姐,江苏,如果能根据近视程度调度数 3000我也买[叹气]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,双双吃饱啦,甘肃,简单的语音命令来控制眼镜
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,美兰,广东,姐姐好看，身材好完美。
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,夜来香,河南,小米Ai智能眼镜材质很轻盈
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,发hint哦,江苏,能开启透视功能岂不更牛了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,笔仍传媒369,山东,这玩意要是常亮就好了，闪烁比较引人注目
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,看哦咯你,江苏,这不就是妥妥的“成人记录仪”
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,欣怡妹儿,河南,超级想冲这个小米眼镜到底怎么买呀
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,严姨,北京,近视眼怎么戴？戴的时候能自动纠正视力吗？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,三竹,福建,镜片上会显示东西吗？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,用户4766470033318,山东,小米眼镜这么棒，小米眼镜这么贵
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,呵呵呵zl,江苏,我的妈这么高级的吗，好想去试一下[吐舌]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,用户6306172651556,山东,怎么不发明近视眼的眼镜，可以调节度数，不用经常换眼镜
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,星星的泪水,福建,我觉得这一款小米眼镜真的性价比超高耶！
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,代驾小姐,福建,小米眼镜的镜腿内置了微型扬声器，太厉害了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,城区柏晴芝,河南,镜片上会显示东西吗？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,随心的人,北京,要是能调度数就太无敌了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,从新来过,山东,实实在在给爬山者设计的眼镜
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,心律紊乱酒,福建,带着开车，就是行车记录仪
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,都考了,江苏,有了这个小米眼镜带来前所未有的便捷体验
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,贝贝了,甘肃,小米眼镜我觉得还可以[赞][赞]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,擦不过分,江苏,对于近视的来说，这个墨镜就值1000啦
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,月月 互 离异中,河南,有它，扶老太太过马路有用了！
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,月娥（想有个家）,北京,这个价位买到这个ai眼镜还不错了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,琴儿,福建,要是能调度数就太无敌了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,楼兰姑凉,江苏,近视眼怎么戴？戴的时候能自动纠正视力吗？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,叫我宝宝(づ￣ ³￣)づ,福建,用线连接手机抖音直播 以后是一大趋势
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,乐乐妈妈。,北京,哇，网上流传的搓澡大爷拍的视频会越来越多的
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,a9865467566,河南,没有买过这几款小米眼镜的人来说一下呀
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,山长水阔,北京,以后大街上遇到自言自语的人会越来越多
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,紫格格,福建,哇塞，真的心动，这个小米眼镜好好看[大金牙]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,静静公主37,河南,能导航吗？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,凤英,河南,高考可以带岂不是无敌了[暗中观察]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,瞪目哆口,江苏,对普通人来说实用性不大
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,月亮姐姐啊,河南,第一视角好，我就喜欢第一视角
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,心情11,福建,是不是能看到别人说话 有字幕的
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,慈成熙,北京,我就想知道我近视，换镜片也能这样吗
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,永德妥若妥,甘肃,可以打游戏吗
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,如意芳霏,北京,真打算入手的方便拍vlog 但是好多人说拍摄时间很短真的么
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,丽姐,山东,这眼镜重吗？戴一天鼻梁会不会要压塌了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,肥娟（想有个家）,北京,能替代近视有度数眼睛就好了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,奈斯都,江苏,和灵伴科技的AI眼镜哪个更先进？
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,漂泊妹妹,河南,最重要的一点是可以当墨镜，还能记录
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,大地红色集,甘肃,我就奇怪前天我男朋友为什么要带着眼镜“做饭”  我明白了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,很好看啊,江苏,所以这个眼镜的作用到底是什么？[看][看]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,梦苑露,河南,平时想知道什么？跟小米说一声就行
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,无忧...,北京,发烫严重吗，会不会把头给炸了[泣不成声]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,井开岳典,甘肃,其实我想说能不能白天当行车记录仪
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,汤姆大大,河南,我的妈这么高级的吗，好想去试一下[吐舌]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,una,福建,眼镜功能挺多就是不好看
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,衡南崇伟百货,甘肃,小米Ai智能眼镜很有用
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,字琬百货,江苏,一直觉得这种语音唤醒傻傻的，喊不出来，没人的时候还行
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,昕榕乐,河南,眼镜里录的视频可以传到手机上吗
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,曦,江苏,这个功能太实用了～！你知道有些地方需要解释翻译的
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小凤,福建,这个小米眼镜就是这个小贵，但是好看
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,涛屿澜传媒,江苏,这个身材我这辈子是不会拥有了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小小赛罗😊.,北京,这玩意要是常亮就好了，闪烁比较引人注目
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,永德是在感百货,甘肃,我也喜欢这款。这个分期付款买的
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,风潇袅,河南,是不是必须配小米手机才能用，续航怎么样
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小小小娜,福建,带着开车，就是行车记录仪
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,韦雪.,福建,小米眼镜我觉得还可以[赞][赞]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,伯萍月,河南,设置度数吧，真的很需要[流泪]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,抱抱,福建,这玩意根本不能叫ai眼镜[捂脸]完全就是个摄像头
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小意,福建,从现在开始 这款小米眼镜就是我的心头爱[大金牙]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,相英哲百货店,广东,这个眼镜搭配ai给盲人指路的功能 简直无敌啊
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小丽,福建,你还真舍得花钱买这眼镜啊
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,大检查,江苏,买这个小米眼镜的都是生活有品质的人[大金牙]
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,哆哆22,北京,这个身材我这辈子是不会拥有了
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,抱抱,福建,录像可以多长时间
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,好运莲莲,甘肃,我觉得这一款小米眼镜真的性价比超高耶！
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,zlj345879,河南,可以做一个长续航的盲人眼镜
