标题,昵称,地区,评论内容
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,No.13,河北,明白了，雷鸟更适合不法分子
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,男小威lucas🥕,上海,我先买了单变色，用下来不错，隔天又买了彩色的
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,可乐加冰D,浙江,我用雷鸟拍了开车画面[舔屏]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,哇啊哈哈,湖北,雷鸟音质更好，拍摄各有优势，小米待机时间更长，小米ai更聪明些[微笑]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,小航_,贵州,唯一的不足就是近视镜片不支持变色[流泪]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,向左、向右看齐 ～向“钱”看！,湖南,电池拍摄能拍多久，两个分别
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,温言,黑龙江,做测评要保证吐字清晰语音清晰
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,宁波安速锁业有限公司,浙江,问了雷鸟客服，说没有9:16的比例，你们确定有？
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,李同学,广东,可以拍竖版吗
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,大亮仔,北京,小米关机贴上再开机就行了[得意]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,花错,广西,雷鸟不错！
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,天长地久,湖北,多少钱一副，开会讲话稿可以不用了了吗
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,萧寒📷🏍️,江苏,小米卖的是软件，雷鸟卖的是硬件
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,小肖,广东,小爱AI功能真的很强大
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,芸小凡,四川,雷鸟支持直播吗
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,萧寒📷🏍️,江苏,硬件方面更在意的话买雷鸟，软件方面更在意的话就买小米，就这么简单
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,小肖,广东,就是提醒不要偷拍
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,马国成,江苏,我头大戴不了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,钜万甫文,天津,小米防抖都快晃吐了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,Nickname123,湖南,小米续航不错，但是最大的问题是没有小款镜框的，我买的米家眼镜悦享版因为这个原因带着眼镜很难受，视角内镜框重合占据视野太多，雷鸟有小框的
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,你说,广西,有没有找眼镜功能[捂脸]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,罗阿罗,四川,雷好
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,海星星,四川,智能就只能拍视频？[绝望的凝视]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,▞▛▖▜▖▗▝ ▞▙,广东,大有市场，小米不争气
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,梦幻@清幽,重庆,还需要轻量化，重量不能太重了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,得了神经病的精神病人努力工作成了疯人院长,四川,小米塑料感有点强
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🌈依偶游🌈,贵州,@@雷军 你可以看下评论区哦
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,风继续吹ㅤ,四川,Ai交互体验非常重要，这一点小米胜利了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,Mr.马林,辽宁,雷鸟
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,你哥没丢,新疆,其实这种眼睛只要做好续航和拍摄镜头就行，其他功能很臃肿，骨传导声音再好也不如来个百元耳机
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🅓🅞🅒🅣🅞🅡 🅛🅘,北京,镜片能变色吗
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,Zjz稀饭,山东,雷鸟好啊，随便偷拍
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,蕙风蘭庭,湖北,华强北499……
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,Wilson lighting,广东,小米画面更好
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,最有名的俊后生,山东,小米像素还可以就是音质和亮灯不太好
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,哈哈哈,山东,不耐磨
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,孔不凡,美国,你说退下他根本听不懂 你可以说退出
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,阿泽想睡觉💤,江西,小米的试了，鸡肋[流泪][流泪][流泪]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,More,辽宁,啊米真的是样样通样样松啊
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,全域锋向标,福建,小米这个没有防抖功能，视频看的头晕，太晃动了，直接退款了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,将计就计,湖北,雷鸟导视频有问题
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,来财！,海南,再忍忍，我等二代
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,小Z的生活,福建,雷鸟的好
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,一一丶,江苏,雷朋的meta怎么样呢
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,椰贝,广东,小米看得我有点晕
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,鲨鱼,江苏,总结都不太行
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,More,辽宁,雷鸟可以奥
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,@不吃苦瓜,山西,@
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,大大诶,中国香港,等啥时候ar+摄像的价格下来再换，现在用的myvu [看]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,✨阿瓜,上海,小米太抖了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,smdnr,安徽,雷鸟支持干坏事？
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,夏风,辽宁,哪个眼镜能跟苹果手机更适配
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,出行的未来,安徽,看完确定买雷鸟[赞][赞][赞]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,okman,中国澳门,雷鸟v3不要買，眼鏡用不到兩個月，就出現去開機幾時說溫度過低及錄影時影相時都用不了，相機總是說溫度過低，但我身處廣東室內30度 ，花了千幾元賣個教訓
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,小小舟,江苏,为什么不用磁吸充电？
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,表振,四川,这不是逼我买雷鸟嘛
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🌈switch,山东,为什么不出半框的眼镜，这种大黑框带着太别扭了[捂脸]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,李老师,四川,小米一样会拾音10秒
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,月半影生,四川,这两个各自的优势太明显了，也刚好切合各自主产业
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,桂圆子,湖北,眼镜盒雷可以充电，雷有鼻托，拍摄雷偏黄，防抖雷胜，雷拍摄闪光灯不明显，音质雷胜，ai雷败
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,我是一名专家,上海,买雷鸟了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,以梦为马力,山东,雷鸟可以遮挡就很加分
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🍁,安徽,买这两款眼镜的，就冲着拍摄去的，有手机谁没事拿来听歌或AI，雷鸟能贴起来不被发现录像，就抓住了一大批受众群体了，懂得都懂[大笑]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,李芭拉,辽宁,大学生伸手就要，送我个雷鸟v3
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,南疆、吴奇隆,广西,换个人好看
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,多热烈的白羊,湖北,小米这么抖啊
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,隔壁老王　　　　　　　　　╲,江苏,看完了，我选魅族
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,biubiu,内蒙古,拍摄区别不大
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,三块给你买麻薯(●—●),广东,[捂脸]就怕是半成品
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🌈爷不累了🌈,山西,价格对比呢
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,河南马尔济斯灰泰迪马尔泰西施找新家,河南,所以到底应该选哪个
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,安份。,重庆,续航呢，最在意的
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,这糖不够吃🍬,贵州,小米这边果冻效果严重啊
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,招财猫🐱,辽宁,小米还能同音翻译，而且还能翻译日文
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,想拥抱月亮的太阳,河北,这个可以视频聊天吗
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,小鱼儿🐟,江苏,你俩一对？
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,As,广东,我觉得雷鸟不错，就像素差多了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,超爱吃豆角,江苏,价格呢
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,Kevin.Shi,北京,可以超声波清洗吗？
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,满甲,江苏,看到俩视频自动平行眼开启了[泪奔]，好难受
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,木公,江苏,能接电话吗
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,人生如戏　　　　　　　　　 　 🪳,江苏,哪款好？最近想买
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,卸妆水,山西,小米抖是因为ai的干扰
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,度锚合,新疆,能否实现隔空操控
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,神经病大夫🧑‍⚕️,黑龙江,小米的破解了，简单粗暴
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,藤桥镇边牧老7陨石（三色黑白闪电）,浙江,应该出一个挂脖电源。续航一个星期
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,稀饭,上海,雷鸟可以 ota 升级吧？这些软件上的问题还好
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,庄周梦蝶,福建,重点：不能循环录像！！！
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,First Blood,河南,这能叫眼镜吗？不应该智能蓝牙眼镜杆
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,打嗝就喝醋,甘肃,就等你测评这两款呢[灵机一动]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,【YY】,江苏,发热吗？怕烫脸
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,GAI马思唯,陕西,我的小米眼镜拍的还挺好的
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,大碗刀肖面🍜,湖南,我买了华为
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,河清海晏,江苏,ai属于鸡肋，果断入手鸟
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,其实只想看看,广东,小米的续航是其他家的2-3倍，这是最重要的
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,TT发财辣🍦🐻🍬,北京,华为学着点
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,Magic韩,广东,我们是第一批吃螃蟹的人[捂脸]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,在非洲的闽A人,博茨瓦纳,昨天刚买了一个雷鸟，我觉得唯一一个缺点就是续航太短了。太费电了。
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,元启,贵州,这么一对比，肯定选雷鸟啊[捂脸][捂脸][捂脸]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,合肥方特,广东,雷鸟专业做这个，小米不是
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🇨🇳双城路巴菲特🇵🇸,上海,很多人只看拍摄，兄弟这是ai眼镜，核心是ai[捂脸]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,基于客观事实的纯主观网民,广东,不是小米出这款  谁知道雷鸟也有
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,排骨排骨嗯哼,上海,还得是雷鸟[赞]
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🌈打不过我就加入,广东,小米ai眼镜主打的就是ai功能，而且有一点雷鸟没法比的就是小米AI眼镜可以连接整个小米生态。
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,🌈小倒霉蛋( •̅_•̅ ),浙江,雷鸟太糊了
小米AI眼镜VS雷鸟V3！全方面对比，赢家竟是...? #小米AI眼镜 #雷鸟V3 #AI眼镜 #测评 #科技,海盗船长🏴‍☠️,广东,没买的都说不好，拥有的才知道多香，不用对比，当副墨镜使用还有那么多功能，我觉得很好[比心]
